customer_id,age,gender,location,favorite_category,total_spend,average_order_value,avg_review_rating,avg_previous_purchases,avg_annual_frequency,discount_dependency_score,promo_dependency_score,subscription_score,preferred_payment_method,preferred_shipping_type,satisfaction_flag,total_spend_norm,average_order_value_norm,avg_previous_purchases_norm,avg_annual_frequency_norm,avg_review_rating_norm,discount_dependency_score_norm,promo_dependency_score_norm,subscription_score_norm,loyalty_score_1,loyalty_score_2,final_loyalty_score,value_tier,promo_dependency_segment,customer_segment,cluster
431,24,Male,Texas,Clothing,40,40.0,3.5,40.0,1.0,1.0,1.0,1.0,Debit Card,Store Pickup,Neutral,0.25,0.25,0.7959183673469387,0.0,0.40000000000000013,1.0,1.0,1.0,0.3933673469387755,0.5387755102040817,0.451530612244898,Medium Value,Highly Promo Dependent,Bargain Hunter,2
432,43,Male,New Hampshire,Accessories,76,76.0,3.4,33.0,26.0,1.0,1.0,1.0,Cash,Store Pickup,Neutral,0.7000000000000001,0.7000000000000001,0.6530612244897959,0.49019607843137253,0.3600000000000001,1.0,1.0,1.0,0.61828331332533,0.4859183673469388,0.5653373349339735,High Value,Highly Promo Dependent,Occasional Customer,2
433,47,Male,Indiana,Clothing,86,86.0,3.3,26.0,52.0,1.0,1.0,1.0,Venmo,Free Shipping,Neutral,0.825,0.825,0.510204081632653,0.9999999999999999,0.32000000000000006,1.0,1.0,1.0,0.7515816326530611,0.4330612244897959,0.624173469387755,Premium Value,Highly Promo Dependent,Occasional Customer,2
434,49,Male,Alabama,Clothing,92,92.0,3.2,23.0,26.0,1.0,1.0,1.0,Credit Card,Store Pickup,Neutral,0.9000000000000001,0.9000000000000001,0.44897959183673464,0.49019607843137253,0.28000000000000025,1.0,1.0,1.0,0.5966506602641056,0.4046938775510205,0.5198679471788715,Premium Value,Highly Promo Dependent,Occasional Customer,2
435,50,Male,Oklahoma,Footwear,52,52.0,4.0,39.0,4.0,1.0,1.0,1.0,PayPal,Store Pickup,High Satisfaction,0.4,0.4,0.7755102040816325,0.058823529411764705,0.6000000000000001,1.0,1.0,1.0,0.4478511404561824,0.5826530612244898,0.5017719087635053,Medium Value,Highly Promo Dependent,Potential Loyalist,2
436,51,Male,Montana,Outerwear,28,28.0,3.6,42.0,12.0,1.0,1.0,1.0,Bank Transfer,Next Day Air,Neutral,0.10000000000000003,0.10000000000000003,0.836734693877551,0.21568627450980393,0.44000000000000017,1.0,1.0,1.0,0.4293997599039616,0.5610204081632653,0.4820480192076831,Low Value,Highly Promo Dependent,Bargain Hunter,2
437,40,Male,Tennessee,Clothing,46,46.0,4.6,41.0,52.0,1.0,1.0,1.0,Bank Transfer,Free Shipping,High Satisfaction,0.32500000000000007,0.32500000000000007,0.8163265306122448,0.9999999999999999,0.8399999999999999,1.0,1.0,1.0,0.7240306122448978,0.6548979591836734,0.696377551020408,Medium Value,Highly Promo Dependent,Potential Loyalist,2
438,45,Male,New Mexico,Accessories,50,50.0,2.6,41.0,1.0,1.0,1.0,1.0,PayPal,Next Day Air,Low Satisfaction,0.375,0.375,0.8163265306122448,0.0,0.040000000000000036,1.0,1.0,1.0,0.4390306122448979,0.45489795918367343,0.4453775510204081,Medium Value,Highly Promo Dependent,Bargain Hunter,2
439,52,Male,Iowa,Accessories,23,23.0,4.3,12.0,26.0,1.0,1.0,1.0,Credit Card,Express,High Satisfaction,0.03750000000000003,0.03750000000000003,0.22448979591836735,0.49019607843137253,0.72,1.0,1.0,1.0,0.24810474189675868,0.44734693877551024,0.3278016206482593,Low Value,Highly Promo Dependent,Bargain Hunter,2
440,62,Male,Idaho,Outerwear,50,50.0,3.4,31.0,12.0,1.0,1.0,1.0,Cash,Free Shipping,Neutral,0.375,0.375,0.6122448979591836,0.21568627450980393,0.3600000000000001,1.0,1.0,1.0,0.4221038415366146,0.47367346938775506,0.4427316926770708,Medium Value,Highly Promo Dependent,Bargain Hunter,2
441,20,Male,Oklahoma,Clothing,89,89.0,3.5,34.0,26.0,1.0,1.0,1.0,Debit Card,Store Pickup,Neutral,0.8625,0.8625,0.673469387755102,0.49019607843137253,0.40000000000000013,1.0,1.0,1.0,0.6751965786314524,0.5020408163265306,0.6059342737094837,Premium Value,Highly Promo Dependent,Occasional Customer,2
442,43,Male,Florida,Clothing,81,81.0,4.2,32.0,1.0,1.0,1.0,1.0,Credit Card,Standard,High Satisfaction,0.7625,0.7625,0.6326530612244897,0.0,0.6800000000000002,1.0,1.0,1.0,0.48181122448979585,0.5597959183673469,0.5130051020408163,High Value,Highly Promo Dependent,Potential Loyalist,2
443,29,Male,Michigan,Accessories,69,69.0,,31.0,4.0,1.0,1.0,1.0,Credit Card,Store Pickup,Unknown,0.6125,0.6125,0.6122448979591836,0.058823529411764705,,1.0,1.0,1.0,0.44629501800720284,,,High Value,Highly Promo Dependent,Occasional Customer,2
444,22,Male,Hawaii,Accessories,67,67.0,3.6,24.0,1.0,1.0,1.0,1.0,PayPal,Free Shipping,Neutral,0.5875,0.5875,0.4693877551020408,0.0,0.44000000000000017,1.0,1.0,1.0,0.3640051020408163,0.45081632653061227,0.39872959183673473,High Value,Highly Promo Dependent,Occasional Customer,2
445,48,Male,California,Clothing,20,20.0,4.3,31.0,1.0,1.0,1.0,1.0,Debit Card,Store Pickup,High Satisfaction,0.0,0.0,0.6122448979591836,0.0,0.72,1.0,1.0,1.0,0.24489795918367344,0.563673469387755,0.37240816326530607,Low Value,Highly Promo Dependent,Bargain Hunter,2
446,42,Male,Iowa,Footwear,29,29.0,4.9,18.0,1.0,1.0,1.0,1.0,Venmo,Standard,High Satisfaction,0.11250000000000004,0.11250000000000004,0.346938775510204,0.0,0.9600000000000002,1.0,1.0,1.0,0.1725255102040816,0.5440816326530613,0.3211479591836735,Low Value,Highly Promo Dependent,Bargain Hunter,2
447,19,Male,West Virginia,Clothing,74,74.0,4.1,15.0,12.0,1.0,1.0,1.0,Venmo,Store Pickup,High Satisfaction,0.675,0.675,0.28571428571428564,0.21568627450980393,0.6399999999999999,1.0,1.0,1.0,0.38149159663865545,0.4457142857142857,0.40718067226890753,High Value,Highly Promo Dependent,Occasional Customer,2
448,60,Male,Washington,Clothing,82,82.0,3.6,7.0,4.0,1.0,1.0,1.0,Bank Transfer,Standard,Neutral,0.7750000000000001,0.7750000000000001,0.12244897959183673,0.058823529411764705,0.44000000000000017,1.0,1.0,1.0,0.29912665066026417,0.34673469387755107,0.31816986794717894,Premium Value,Highly Promo Dependent,Occasional Customer,2
449,32,Male,Missouri,Accessories,23,23.0,3.4,35.0,26.0,1.0,1.0,1.0,Bank Transfer,Next Day Air,Neutral,0.03750000000000003,0.03750000000000003,0.693877551020408,0.49019607843137253,0.3600000000000001,1.0,1.0,1.0,0.435859843937575,0.4981632653061225,0.46078121248499393,Low Value,Highly Promo Dependent,Bargain Hunter,2
450,26,Male,New York,Accessories,45,45.0,2.9,35.0,12.0,1.0,1.0,1.0,Bank Transfer,2-Day Shipping,Low Satisfaction,0.3125,0.3125,0.693877551020408,0.21568627450980393,0.15999999999999992,1.0,1.0,1.0,0.4360069027611044,0.4481632653061224,0.4408694477791116,Medium Value,Highly Promo Dependent,Bargain Hunter,2
451,25,Male,Connecticut,Footwear,21,21.0,2.7,19.0,12.0,1.0,1.0,1.0,Credit Card,Store Pickup,Low Satisfaction,0.012500000000000011,0.012500000000000011,0.36734693877551017,0.21568627450980393,0.08000000000000007,1.0,1.0,1.0,0.21539465786314527,0.3302040816326531,0.2613184273709484,Low Value,Highly Promo Dependent,Bargain Hunter,2
452,66,Male,Virginia,Accessories,31,31.0,4.3,26.0,26.0,1.0,1.0,1.0,Credit Card,Express,High Satisfaction,0.1375,0.1375,0.510204081632653,0.49019607843137253,0.72,1.0,1.0,1.0,0.3923904561824729,0.5330612244897959,0.4486587635054021,Low Value,Highly Promo Dependent,Bargain Hunter,2
453,45,Male,Missouri,Clothing,45,45.0,,39.0,26.0,1.0,1.0,1.0,PayPal,Express,Unknown,0.3125,0.3125,0.7755102040816325,0.49019607843137253,,1.0,1.0,1.0,0.5510129051620647,,,Medium Value,Highly Promo Dependent,Bargain Hunter,2
454,54,Male,Nebraska,Accessories,56,56.0,2.8,22.0,52.0,1.0,1.0,1.0,Credit Card,Next Day Air,Low Satisfaction,0.45000000000000007,0.45000000000000007,0.4285714285714285,0.9999999999999999,0.11999999999999988,1.0,1.0,1.0,0.6064285714285713,0.35857142857142854,0.5072857142857142,Medium Value,Highly Promo Dependent,Bargain Hunter,2
455,37,Male,New Jersey,Outerwear,97,97.0,3.2,14.0,26.0,1.0,1.0,1.0,Cash,Next Day Air,Neutral,0.9625000000000001,0.9625000000000001,0.26530612244897955,0.49019607843137253,0.28000000000000025,1.0,1.0,1.0,0.5419312725090035,0.34959183673469396,0.4649954981992797,Premium Value,Highly Promo Dependent,Occasional Customer,2
456,54,Male,Utah,Clothing,100,100.0,3.6,50.0,26.0,1.0,1.0,1.0,Debit Card,Store Pickup,Neutral,1.0,1.0,1.0,0.49019607843137253,0.44000000000000017,1.0,1.0,1.0,0.8470588235294116,0.6100000000000001,0.7522352941176471,Premium Value,Highly Promo Dependent,Discount Loyalist,2
457,50,Male,North Carolina,Clothing,96,96.0,4.0,33.0,4.0,1.0,1.0,1.0,Credit Card,2-Day Shipping,High Satisfaction,0.9500000000000002,0.9500000000000002,0.6530612244897959,0.058823529411764705,0.6000000000000001,1.0,1.0,1.0,0.5638715486194478,0.5459183673469388,0.5566902761104442,Premium Value,Highly Promo Dependent,Potential Loyalist,2
458,25,Male,Rhode Island,Accessories,99,99.0,4.9,48.0,4.0,1.0,1.0,1.0,Debit Card,Next Day Air,High Satisfaction,0.9875,0.9875,0.9591836734693877,0.058823529411764705,0.9600000000000002,1.0,1.0,1.0,0.6975705282112846,0.7277551020408164,0.7096443577430973,Premium Value,Highly Promo Dependent,Discount Loyalist,2
459,47,Male,Arkansas,Clothing,91,91.0,4.0,48.0,12.0,1.0,1.0,1.0,PayPal,2-Day Shipping,High Satisfaction,0.8875,0.8875,0.9591836734693877,0.21568627450980393,0.6000000000000001,1.0,1.0,1.0,0.7146293517406963,0.6377551020408163,0.6838796518607443,Premium Value,Highly Promo Dependent,Potential Loyalist,2
460,63,Male,Maryland,Accessories,30,30.0,3.8,27.0,26.0,1.0,1.0,1.0,PayPal,Standard,Neutral,0.125,0.125,0.5306122448979591,0.49019607843137253,0.52,1.0,1.0,1.0,0.39680372148859544,0.48918367346938774,0.4337557022809123,Low Value,Highly Promo Dependent,Bargain Hunter,2
461,64,Male,South Carolina,Footwear,65,65.0,,27.0,52.0,1.0,1.0,1.0,Bank Transfer,Store Pickup,Unknown,0.5625,0.5625,0.5306122448979591,0.9999999999999999,,1.0,1.0,1.0,0.6809948979591836,,,High Value,Highly Promo Dependent,Occasional Customer,2
462,18,Male,Ohio,Footwear,93,93.0,3.9,20.0,52.0,1.0,1.0,1.0,Venmo,Express,Neutral,0.9125000000000001,0.9125000000000001,0.38775510204081626,0.9999999999999999,0.56,1.0,1.0,1.0,0.7288520408163264,0.4563265306122449,0.6198418367346938,Premium Value,Highly Promo Dependent,Occasional Customer,2
463,59,Male,Illinois,Outerwear,81,81.0,3.3,48.0,4.0,1.0,1.0,1.0,Venmo,Express,Neutral,0.7625,0.7625,0.9591836734693877,0.058823529411764705,0.32000000000000006,1.0,1.0,1.0,0.6300705282112845,0.5677551020408163,0.6051443577430973,High Value,Highly Promo Dependent,Occasional Customer,2
464,37,Male,Georgia,Accessories,81,81.0,2.7,29.0,52.0,1.0,1.0,1.0,Venmo,Standard,Low Satisfaction,0.7625,0.7625,0.5714285714285714,0.9999999999999999,0.08000000000000007,1.0,1.0,1.0,0.7573214285714285,0.39142857142857146,0.6109642857142856,High Value,Highly Promo Dependent,Occasional Customer,2
465,23,Male,Alabama,Accessories,52,52.0,4.7,45.0,12.0,1.0,1.0,1.0,PayPal,Next Day Air,High Satisfaction,0.4,0.4,0.8979591836734693,0.21568627450980393,0.8800000000000001,1.0,1.0,1.0,0.5438895558223289,0.6893877551020409,0.6020888355342138,Medium Value,Highly Promo Dependent,Potential Loyalist,2
466,54,Male,Oklahoma,Clothing,88,88.0,2.8,25.0,4.0,1.0,1.0,1.0,Cash,Next Day Air,Low Satisfaction,0.8500000000000001,0.8500000000000001,0.4897959183673469,0.058823529411764705,0.11999999999999988,1.0,1.0,1.0,0.4685654261704682,0.37693877551020405,0.4319147659063626,Premium Value,Highly Promo Dependent,Occasional Customer,2
467,38,Male,Vermont,Clothing,24,24.0,4.6,25.0,52.0,1.0,1.0,1.0,PayPal,Free Shipping,High Satisfaction,0.050000000000000044,0.050000000000000044,0.4897959183673469,0.9999999999999999,0.8399999999999999,1.0,1.0,1.0,0.5109183673469387,0.556938775510204,0.5293265306122448,Low Value,Highly Promo Dependent,Potential Loyalist,2
468,19,Male,Nebraska,Accessories,51,51.0,4.5,37.0,4.0,1.0,1.0,1.0,Debit Card,2-Day Shipping,High Satisfaction,0.38750000000000007,0.38750000000000007,0.7346938775510203,0.058823529411764705,0.8,1.0,1.0,1.0,0.42777460984393756,0.6204081632653061,0.504828031212485,Medium Value,Highly Promo Dependent,Potential Loyalist,2
469,34,Male,Georgia,Accessories,38,38.0,5.0,16.0,4.0,1.0,1.0,1.0,Cash,Free Shipping,High Satisfaction,0.22500000000000003,0.22500000000000003,0.3061224489795918,0.058823529411764705,1.0,1.0,1.0,1.0,0.2075960384153661,0.5418367346938775,0.34129231692677064,Low Value,Highly Promo Dependent,Bargain Hunter,2
470,21,Male,Alabama,Clothing,46,46.0,4.1,30.0,26.0,1.0,1.0,1.0,Debit Card,2-Day Shipping,High Satisfaction,0.32500000000000007,0.32500000000000007,0.5918367346938774,0.49019607843137253,0.6399999999999999,1.0,1.0,1.0,0.48129351740696275,0.5375510204081633,0.5037965186074429,Medium Value,Highly Promo Dependent,Potential Loyalist,2
471,50,Male,Minnesota,Clothing,63,63.0,4.6,6.0,4.0,1.0,1.0,1.0,Cash,Express,High Satisfaction,0.5375000000000001,0.5375000000000001,0.10204081632653061,0.058823529411764705,0.8399999999999999,1.0,1.0,1.0,0.2197133853541417,0.44061224489795914,0.3080729291716687,High Value,Highly Promo Dependent,Occasional Customer,2
472,55,Male,Missouri,Accessories,72,72.0,4.9,36.0,4.0,1.0,1.0,1.0,Bank Transfer,2-Day Shipping,High Satisfaction,0.65,0.65,0.7142857142857142,0.058823529411764705,0.9600000000000002,1.0,1.0,1.0,0.4983613445378151,0.6542857142857144,0.5607310924369748,High Value,Highly Promo Dependent,Potential Loyalist,2
473,20,Male,Georgia,Clothing,39,39.0,3.9,3.0,4.0,1.0,1.0,1.0,Bank Transfer,Free Shipping,Neutral,0.23750000000000004,0.23750000000000004,0.04081632653061225,0.058823529411764705,0.56,1.0,1.0,1.0,0.10522358943577431,0.3522448979591837,0.20403211284513806,Low Value,Highly Promo Dependent,Bargain Hunter,2
474,34,Male,West Virginia,Outerwear,42,42.0,3.9,29.0,4.0,1.0,1.0,1.0,PayPal,Store Pickup,Neutral,0.275,0.275,0.5714285714285714,0.058823529411764705,0.56,1.0,1.0,1.0,0.32871848739495796,0.5114285714285713,0.4018025210084033,Medium Value,Highly Promo Dependent,Bargain Hunter,2
475,62,Male,Arkansas,Clothing,76,76.0,2.6,15.0,4.0,1.0,1.0,1.0,Cash,2-Day Shipping,Low Satisfaction,0.7000000000000001,0.7000000000000001,0.28571428571428564,0.058823529411764705,0.040000000000000036,1.0,1.0,1.0,0.3419327731092437,0.2957142857142857,0.3234453781512605,High Value,Highly Promo Dependent,At Risk,2
476,21,Male,Ohio,Footwear,66,66.0,2.7,18.0,1.0,1.0,1.0,1.0,Debit Card,Free Shipping,Low Satisfaction,0.5750000000000001,0.5750000000000001,0.346938775510204,0.0,0.08000000000000007,1.0,1.0,1.0,0.3112755102040816,0.3240816326530612,0.3163979591836734,High Value,Highly Promo Dependent,At Risk,2
477,21,Male,Connecticut,Accessories,90,90.0,3.5,2.0,26.0,1.0,1.0,1.0,Debit Card,Free Shipping,Neutral,0.875,0.875,0.02040816326530612,0.49019607843137253,0.40000000000000013,1.0,1.0,1.0,0.4177220888355342,0.3061224489795919,0.3730822328931573,Premium Value,Highly Promo Dependent,Occasional Customer,2
478,42,Male,North Dakota,Clothing,56,56.0,3.7,49.0,52.0,1.0,1.0,1.0,Debit Card,Free Shipping,Neutral,0.45000000000000007,0.45000000000000007,0.9795918367346937,0.9999999999999999,0.4800000000000002,1.0,1.0,1.0,0.8268367346938775,0.6138775510204082,0.7416530612244898,Medium Value,Highly Promo Dependent,Discount Loyalist,2
479,35,Male,Kansas,Accessories,43,43.0,3.2,48.0,1.0,1.0,1.0,1.0,Venmo,Free Shipping,Neutral,0.2875,0.2875,0.9591836734693877,0.0,0.28000000000000025,1.0,1.0,1.0,0.4699234693877551,0.5577551020408164,0.5050561224489796,Medium Value,Highly Promo Dependent,Bargain Hunter,2
480,39,Male,Iowa,Accessories,84,84.0,3.3,43.0,12.0,1.0,1.0,1.0,Venmo,Store Pickup,Neutral,0.8,0.8,0.8571428571428571,0.21568627450980393,0.32000000000000006,1.0,1.0,1.0,0.647563025210084,0.5371428571428571,0.6033949579831932,Premium Value,Highly Promo Dependent,Occasional Customer,2
481,68,Male,Vermont,Clothing,88,88.0,4.8,30.0,26.0,1.0,1.0,1.0,Debit Card,Standard,High Satisfaction,0.8500000000000001,0.8500000000000001,0.5918367346938774,0.49019607843137253,0.9199999999999999,1.0,1.0,1.0,0.6387935174069628,0.6075510204081632,0.626296518607443,Premium Value,Highly Promo Dependent,Potential Loyalist,2
482,46,Male,Wisconsin,Accessories,88,88.0,3.2,10.0,26.0,1.0,1.0,1.0,PayPal,2-Day Shipping,Neutral,0.8500000000000001,0.8500000000000001,0.18367346938775508,0.49019607843137253,0.28000000000000025,1.0,1.0,1.0,0.4755282112845138,0.3251020408163266,0.4153577430972389,Premium Value,Highly Promo Dependent,Occasional Customer,2
483,41,Male,Connecticut,Accessories,42,42.0,2.5,11.0,1.0,1.0,1.0,1.0,Venmo,2-Day Shipping,Low Satisfaction,0.275,0.275,0.2040816326530612,0.0,0.0,1.0,1.0,1.0,0.1641326530612245,0.2612244897959184,0.20296938775510204,Medium Value,Highly Promo Dependent,Bargain Hunter,2
484,23,Male,Oklahoma,Clothing,73,73.0,3.9,12.0,52.0,1.0,1.0,1.0,Debit Card,Store Pickup,Neutral,0.6625000000000001,0.6625000000000001,0.22448979591836735,0.9999999999999999,0.56,1.0,1.0,1.0,0.5885459183673469,0.4073469387755102,0.5160663265306122,High Value,Highly Promo Dependent,Occasional Customer,2
485,68,Male,Missouri,Accessories,73,73.0,4.7,28.0,4.0,1.0,1.0,1.0,Bank Transfer,Free Shipping,High Satisfaction,0.6625000000000001,0.6625000000000001,0.5510204081632653,0.058823529411764705,0.8800000000000001,1.0,1.0,1.0,0.4368052220888355,0.5853061224489796,0.4962055822328931,High Value,Highly Promo Dependent,Occasional Customer,2
486,48,Male,Tennessee,Footwear,44,44.0,2.6,36.0,26.0,1.0,1.0,1.0,Debit Card,Next Day Air,Low Satisfaction,0.30000000000000004,0.30000000000000004,0.7142857142857142,0.49019607843137253,0.040000000000000036,1.0,1.0,1.0,0.5227731092436975,0.42428571428571427,0.48337815126050415,Medium Value,Highly Promo Dependent,Bargain Hunter,2
487,38,Male,New Mexico,Footwear,63,63.0,2.8,37.0,4.0,1.0,1.0,1.0,Venmo,Store Pickup,Low Satisfaction,0.5375000000000001,0.5375000000000001,0.7346938775510203,0.058823529411764705,0.11999999999999988,1.0,1.0,1.0,0.47277460984393754,0.4504081632653061,0.46382803121248495,High Value,Highly Promo Dependent,Occasional Customer,2
488,41,Male,Iowa,Outerwear,68,68.0,4.4,22.0,4.0,1.0,1.0,1.0,Credit Card,Store Pickup,High Satisfaction,0.6000000000000001,0.6000000000000001,0.4285714285714285,0.058823529411764705,0.7600000000000002,1.0,1.0,1.0,0.36907563025210083,0.5185714285714287,0.428873949579832,High Value,Highly Promo Dependent,Occasional Customer,2
489,58,Male,Maine,Clothing,29,29.0,4.6,32.0,52.0,1.0,1.0,1.0,Venmo,Standard,High Satisfaction,0.11250000000000004,0.11250000000000004,0.6326530612244897,0.9999999999999999,0.8399999999999999,1.0,1.0,1.0,0.5868112244897958,0.5997959183673469,0.5920051020408162,Low Value,Highly Promo Dependent,Potential Loyalist,2
490,49,Male,South Dakota,Clothing,85,85.0,3.2,40.0,1.0,1.0,1.0,1.0,PayPal,Standard,Neutral,0.8125,0.8125,0.7959183673469387,0.0,0.28000000000000025,1.0,1.0,1.0,0.5621173469387755,0.5087755102040816,0.5407806122448979,Premium Value,Highly Promo Dependent,Occasional Customer,2
491,57,Male,Colorado,Footwear,42,42.0,4.2,47.0,12.0,1.0,1.0,1.0,Cash,2-Day Shipping,High Satisfaction,0.275,0.275,0.9387755102040816,0.21568627450980393,0.6800000000000002,1.0,1.0,1.0,0.5227160864345739,0.6516326530612245,0.5742827130852342,Medium Value,Highly Promo Dependent,Potential Loyalist,2
492,49,Male,Vermont,Outerwear,69,69.0,,24.0,26.0,1.0,1.0,1.0,Credit Card,2-Day Shipping,Unknown,0.6125,0.6125,0.4693877551020408,0.49019607843137253,,1.0,1.0,1.0,0.5185639255702281,,,High Value,Highly Promo Dependent,Occasional Customer,2
493,50,Male,Michigan,Clothing,62,62.0,3.9,11.0,52.0,1.0,1.0,1.0,Debit Card,Standard,Neutral,0.525,0.525,0.2040816326530612,0.9999999999999999,0.56,1.0,1.0,1.0,0.5391326530612244,0.4012244897959184,0.483969387755102,High Value,Highly Promo Dependent,Occasional Customer,2
494,28,Male,Nevada,Accessories,48,48.0,4.7,19.0,26.0,1.0,1.0,1.0,Cash,Store Pickup,High Satisfaction,0.3500000000000001,0.3500000000000001,0.36734693877551017,0.49019607843137253,0.8800000000000001,1.0,1.0,1.0,0.39899759903961585,0.5302040816326531,0.45148019207683077,Medium Value,Highly Promo Dependent,Bargain Hunter,2
495,38,Male,Indiana,Footwear,68,68.0,4.5,42.0,52.0,1.0,1.0,1.0,Debit Card,Express,High Satisfaction,0.6000000000000001,0.6000000000000001,0.836734693877551,0.9999999999999999,0.8,1.0,1.0,1.0,0.8146938775510204,0.6510204081632653,0.7492244897959184,High Value,Highly Promo Dependent,Discount Loyalist,2
496,33,Male,Michigan,Accessories,36,36.0,3.3,6.0,26.0,1.0,1.0,1.0,Debit Card,Free Shipping,Neutral,0.2,0.2,0.10204081632653061,0.49019607843137253,0.32000000000000006,1.0,1.0,1.0,0.24787515006002397,0.31061224489795924,0.2729699879951981,Low Value,Highly Promo Dependent,Bargain Hunter,2
497,30,Male,California,Clothing,63,63.0,3.3,31.0,26.0,1.0,1.0,1.0,Venmo,Express,Neutral,0.5375000000000001,0.5375000000000001,0.6122448979591836,0.49019607843137253,0.32000000000000006,1.0,1.0,1.0,0.5532067827130852,0.46367346938775506,0.5173934573829531,High Value,Highly Promo Dependent,Occasional Customer,2
498,43,Male,Oklahoma,Footwear,39,39.0,4.6,31.0,52.0,1.0,1.0,1.0,Cash,Free Shipping,High Satisfaction,0.23750000000000004,0.23750000000000004,0.6122448979591836,0.9999999999999999,0.8399999999999999,1.0,1.0,1.0,0.6161479591836734,0.593673469387755,0.607158163265306,Low Value,Highly Promo Dependent,Potential Loyalist,2
499,43,Male,Iowa,Footwear,78,78.0,3.6,27.0,12.0,1.0,1.0,1.0,Bank Transfer,Free Shipping,Neutral,0.7250000000000001,0.7250000000000001,0.5306122448979591,0.21568627450980393,0.44000000000000017,1.0,1.0,1.0,0.49445078031212486,0.4691836734693878,0.48434393757503,High Value,Highly Promo Dependent,Occasional Customer,2
500,36,Male,Rhode Island,Footwear,99,99.0,4.8,24.0,12.0,1.0,1.0,1.0,PayPal,Express,High Satisfaction,0.9875,0.9875,0.4693877551020408,0.21568627450980393,0.9199999999999999,1.0,1.0,1.0,0.5487109843937575,0.5708163265306123,0.5575531212484994,Premium Value,Highly Promo Dependent,Potential Loyalist,2
501,36,Male,Washington,Clothing,31,31.0,4.8,35.0,4.0,1.0,1.0,1.0,Venmo,Next Day Air,High Satisfaction,0.1375,0.1375,0.693877551020408,0.058823529411764705,0.9199999999999999,1.0,1.0,1.0,0.3364480792316926,0.6381632653061224,0.45713415366146454,Low Value,Highly Promo Dependent,Bargain Hunter,2
502,64,Male,Florida,Footwear,45,45.0,2.9,21.0,1.0,1.0,1.0,1.0,Venmo,Next Day Air,Low Satisfaction,0.3125,0.3125,0.4081632653061224,0.0,0.15999999999999992,1.0,1.0,1.0,0.25701530612244894,0.3624489795918367,0.29918877551020406,Medium Value,Highly Promo Dependent,Bargain Hunter,2
503,59,Male,South Carolina,Clothing,30,30.0,2.8,8.0,26.0,1.0,1.0,1.0,PayPal,Express,Low Satisfaction,0.125,0.125,0.14285714285714285,0.49019607843137253,0.11999999999999988,1.0,1.0,1.0,0.24170168067226888,0.2728571428571428,0.25416386554621845,Low Value,Highly Promo Dependent,Bargain Hunter,2
504,55,Male,West Virginia,Footwear,24,24.0,3.2,26.0,4.0,1.0,1.0,1.0,Bank Transfer,Next Day Air,Neutral,0.050000000000000044,0.050000000000000044,0.510204081632653,0.058823529411764705,0.28000000000000025,1.0,1.0,1.0,0.23672869147659062,0.423061224489796,0.31126170468187275,Low Value,Highly Promo Dependent,Bargain Hunter,2
505,42,Male,Missouri,Footwear,22,22.0,3.9,26.0,1.0,1.0,1.0,1.0,PayPal,Free Shipping,Neutral,0.025000000000000022,0.025000000000000022,0.510204081632653,0.0,0.56,1.0,1.0,1.0,0.2115816326530612,0.4930612244897959,0.32417346938775504,Low Value,Highly Promo Dependent,Bargain Hunter,2
506,61,Male,Maine,Clothing,63,63.0,4.3,9.0,26.0,1.0,1.0,1.0,Cash,Express,High Satisfaction,0.5375000000000001,0.5375000000000001,0.16326530612244897,0.49019607843137253,0.72,1.0,1.0,1.0,0.37361494597839134,0.42897959183673473,0.3957608043217287,High Value,Highly Promo Dependent,Occasional Customer,2
507,28,Male,Georgia,Accessories,40,40.0,2.7,48.0,1.0,1.0,1.0,1.0,Debit Card,2-Day Shipping,Low Satisfaction,0.25,0.25,0.9591836734693877,0.0,0.08000000000000007,1.0,1.0,1.0,0.4586734693877551,0.5077551020408163,0.4783061224489796,Medium Value,Highly Promo Dependent,Bargain Hunter,2
508,65,Male,Maine,Clothing,20,20.0,5.0,33.0,26.0,1.0,1.0,1.0,Debit Card,Store Pickup,High Satisfaction,0.0,0.0,0.6530612244897959,0.49019607843137253,1.0,1.0,1.0,1.0,0.4082833133253301,0.6459183673469389,0.5033373349339736,Low Value,Highly Promo Dependent,Potential Loyalist,2
509,27,Male,Illinois,Accessories,20,20.0,3.7,31.0,4.0,1.0,1.0,1.0,PayPal,Store Pickup,Neutral,0.0,0.0,0.6122448979591836,0.058823529411764705,0.4800000000000002,1.0,1.0,1.0,0.26254501800720287,0.5036734693877551,0.3589963985594238,Low Value,Highly Promo Dependent,Bargain Hunter,2
510,41,Male,Delaware,Clothing,80,80.0,3.9,17.0,52.0,1.0,1.0,1.0,Debit Card,Free Shipping,Neutral,0.75,0.75,0.32653061224489793,0.9999999999999999,0.56,1.0,1.0,1.0,0.6556122448979591,0.4379591836734694,0.5685510204081632,High Value,Highly Promo Dependent,Occasional Customer,2
511,21,Male,West Virginia,Clothing,87,87.0,3.9,22.0,1.0,1.0,1.0,1.0,Venmo,2-Day Shipping,Neutral,0.8375000000000001,0.8375000000000001,0.4285714285714285,0.0,0.56,1.0,1.0,1.0,0.42267857142857146,0.4685714285714286,0.4410357142857143,Premium Value,Highly Promo Dependent,Occasional Customer,2
